DATE,VIX_OPEN,VIX_HIGH,VIX_LOW,VIX_CLOSE
2015-04-29,17.41,17.885,15.725,17.235
2015-04-30,17.235,18.1225,16.3075,17.225
2015-05-04,17.225,18.2825,16.96,17.3075
2015-05-05,17.3075,18.07,16.2725,17.365
2015-05-06,17.365,20.4625,16.7075,19.67
2015-05-07,19.67,20.0325,18.335,19.65
2015-05-08,19.65,19.65,17.4375,19.11
2015-05-11,19.11,19.28,16.7675,18.625
2015-05-12,18.625,21.3275,17.22,20.545
2015-05-13,20.545,21.4325,18.0975,20.685
2015-05-14,20.685,21.905,19.815,20.7
2015-05-15,20.7,20.9825,19.095,19.815
2015-05-18,19.815,20.47,16.77,17.9025
2015-05-19,17.9025,18.525,14.865,18.27
2015-05-20,18.27,18.27,15.5725,17.7175
2015-05-21,17.7175,18.06,16.1425,17.4125
2015-05-22,17.4125,17.44,14.195,16.9475
2015-05-25,16.9475,17.6975,14.68,16.9325
2015-05-26,16.9325,17.8425,15.2875,17.0675
2015-05-27,17.0675,17.9675,16.905,17.2825
2015-05-28,17.2825,17.72,16.5975,17.1325
2015-05-29,17.1325,17.71,16.4375,16.6575
2015-06-01,16.6575,17.46,16.0575,16.9125
2015-06-02,16.9125,17.1375,16.0325,16.82
2015-06-03,16.82,17.9175,15.8575,17.505
2015-06-04,16.82,18.67,16.465,18.1225
2015-06-05,18.1225,18.375,17.6875,18.0875
2015-06-08,18.0875,19.065,17.1575,18.885
2015-06-09,18.885,19.1175,16.475,18.01
2015-06-10,18.01,18.02,16.7125,17.0775
2015-06-11,17.0775,17.95,15.9475,17.805
2015-06-12,17.805,18.2075,16.075,17.4775
2015-06-15,17.4775,18.02,15.3475,17.525
2015-06-16,17.525,17.855,14.0925,17.1675
2015-06-17,17.1675,17.1875,14.2975,16.7275
2015-06-18,16.7275,16.7275,14.235,16.015
2015-06-19,16.015,16.015,14.905,15.085
2015-06-22,15.085,15.7475,13.735,15.4875
2015-06-23,15.4875,16.5425,14.8275,15.0425
2015-06-24,15.0425,16.61,14.945,15.915
2015-06-25,15.915,16.7075,15.4775,15.93
2015-06-26,15.93,16.525,15.515,15.76
2015-06-29,15.76,18.775,15.76,17.2975
2015-06-30,17.2975,17.8375,16.7775,16.9275
2015-07-01,16.9275,17.1,15.7175,15.845
2015-07-02,15.845,16.0775,15.1625,15.5575
2015-07-03,15.5575,16.3875,14.785,16.305
2015-07-06,16.305,17.045,15.89,16.0175
2015-07-07,16.0175,16.565,15.215,16.3075
2015-07-08,16.3075,18.375,15.4425,17.79
2015-07-09,17.79,18.075,16.2875,17.4375
2015-07-10,17.4375,17.6325,16.2375,17.07
2015-07-13,17.07,17.7175,15.5725,16.2725
2015-07-14,16.2725,16.615,14.695,16.01
2015-07-15,16.01,16.03,14.185,15.5675
2015-07-16,15.5675,15.5675,14.2975,14.7825
2015-07-17,14.7825,15.135,13.285,14.8025
2015-07-20,14.8025,15.6175,12.7325,14.96
2015-07-21,14.96,15.3075,13.0125,15.0975
2015-07-22,15.0975,15.3525,13.5025,15.13
2015-07-23,15.13,15.74,13.1,15.52
2015-07-24,15.52,15.93,12.07,15.4575
2015-07-27,15.4575,17.0525,12.925,16.37
2015-07-28,16.37,16.57,15.5925,15.915
2015-07-29,15.915,16.34,14.13,15.8775
2015-07-30,15.8775,15.8775,14.66,15.325
2015-07-31,15.325,15.58,14.5,14.57
2015-08-03,14.57,15.645,14.28,15.39
2015-08-04,15.39,15.695,14.28,14.83
2015-08-05,14.83,14.8825,13.6875,14.665
2015-08-06,14.665,15.0075,12.89,14.73
2015-08-07,14.73,15.065,13.17,14.91
2015-08-10,14.91,15.6225,14.2425,15.465
2015-08-11,15.465,16.0925,13.5525,15.8925
2015-08-12,15.8925,17.7175,14.785,17.445
2015-08-13,17.445,17.445,16.245,17.0175
2015-08-14,17.0175,17.0175,15.135,16.02
2015-08-17,16.02,17.2025,15.29,16.4625
2015-08-18,16.4625,16.6625,15.1,16.36
2015-08-19,16.36,16.9925,14.9475,16.68
2015-08-20,16.68,17.205,15.465,16.975
2015-08-21,16.975,18.73,15.19,17.115
2015-08-24,17.115,30.6525,17.115,28.13
2015-08-25,28.13,35.57,26.0825,26.8475
2015-08-26,26.8475,29.05,23.53,25.515
2015-08-27,25.515,25.515,21.515,22.0425
2015-08-28,22.0425,23.6725,19.8025,23.33
2015-08-31,23.33,24.7375,22.6775,24.595
2015-09-01,24.595,30.4375,24.4425,28.7175
2015-09-02,28.7175,28.7175,26.375,26.65
2015-09-03,26.65,26.65,23.7175,24.115
2015-09-04,24.115,27.2525,23.415,26.4225
2015-09-07,26.4225,26.825,24.5075,26.35
2015-09-08,26.35,26.435,23.8375,24.5675
2015-09-09,24.5675,24.6575,21.3525,24.3
2015-09-10,24.3,25.835,24.0175,24.745
2015-09-11,24.745,25.26,23.26,24.975
2015-09-14,24.975,25.265,23.455,24.32
2015-09-15,24.32,24.5575,22.695,23.7425
2015-09-16,23.7425,23.7425,21.6025,21.9975
2015-09-18,21.9975,21.9975,17.8775,18.2925
2015-09-21,18.2925,18.92,16.9925,18.1775
2015-09-22,18.1775,21.2475,17.2125,20.345
2015-09-23,20.345,22.19,19.77,20.6875
2015-09-24,20.6875,21.5675,19.3825,20.8825
2015-09-28,20.8825,22.2375,20.77,21.6675
2015-09-29,21.6675,23.6325,20.4425,21.57
2015-09-30,21.57,21.57,19.3725,19.625
2015-10-01,19.625,20.11,18.235,19.235
2015-10-05,19.235,19.4575,18.0625,19.1275
2015-10-06,19.1275,19.9,17.385,19.305
2015-10-07,19.305,19.7375,17.8975,19.3375
2015-10-08,19.3375,19.93,17.3525,19.5625
2015-10-09,19.5625,19.685,17.685,18.925
2015-10-12,18.925,19.985,17.185,19.1225
2015-10-13,19.1225,19.22,17.8475,18.015
2015-10-14,18.015,18.28,15.7575,17.72
2015-10-15,17.72,17.72,14.855,17.17
2015-10-16,17.17,17.1825,14.03,16.275
2015-10-19,16.275,17.0725,15.3025,16.8775
2015-10-20,16.8775,17.175,14.525,16.995
2015-10-21,16.995,17.425,13.6625,16.6225
2015-10-23,16.6225,16.6225,14.65,16.1925
2015-10-26,16.1925,17.8225,15.005,17.23
2015-10-27,17.23,17.295,15.995,16.535
2015-10-28,16.535,17.4775,15.555,17.04
2015-10-29,17.04,17.9475,14.7175,17.5825
2015-10-30,17.5825,18.325,16.8825,17.88
2015-11-02,17.88,20.13,17.3775,19.4775
2015-11-03,19.4775,19.9575,18.07,19.555
2015-11-04,19.555,19.6325,17.95,19.355
2015-11-05,19.355,19.7375,18.34,19.2925
2015-11-06,19.2925,19.5875,16.615,19.4725
2015-11-09,19.4725,19.4725,15.99,17.04
2015-11-10,17.04,17.0625,15.2975,16.825
2015-11-11,16.825,16.9475,14.5325,16.905
2015-11-13,16.905,17.7225,15.795,17.6525
2015-11-16,17.6525,18.6075,15.2875,17.8775
2015-11-17,17.8775,17.8775,15.6225,16.9725
2015-11-18,16.9725,17.75,14.9025,17.415
2015-11-19,17.415,17.415,14.42,15.84
2015-11-20,15.84,16.1375,13.83,15.8975
2015-11-23,15.8975,17.555,15.775,17.075
2015-11-24,17.075,17.075,15.6525,16.245
2015-11-26,16.245,16.785,15.085,16.6875
2015-11-27,16.6875,16.98,16.17,16.73
2015-11-30,16.73,17.235,15.8525,16.43
2015-12-01,16.43,16.43,15.525,15.635
2015-12-02,15.635,15.9825,14.725,15.4875
2015-12-03,15.4875,16.155,15.1175,16.055
2015-12-04,16.055,16.55,15.5625,16.085
2015-12-07,16.085,16.3625,15.79,15.865
2015-12-08,15.865,16.2425,15.47,15.9725
2015-12-09,15.9725,16.9175,15.37,16.725
2015-12-10,16.725,16.725,15.4625,16.2925
2015-12-11,16.2925,17.77,15.0375,17.1825
2015-12-14,17.1825,18.365,16.46,17.7975
2015-12-15,17.7975,18.355,16.1125,17.3425
2015-12-16,17.3425,17.3425,14.905,16.7275
2015-12-17,16.7275,16.7275,14.0225,14.215
2015-12-18,14.215,14.705,13.0375,14.4925
2015-12-21,14.4925,14.9775,12.98,14.225
2015-12-22,14.225,14.605,12.225,14.4825
2015-12-23,14.4825,14.4825,12.625,13.6525
2015-12-24,13.6525,13.94,11.2025,13.745
2015-12-28,13.745,14.525,10.375,14.4025
2015-12-29,14.4025,14.71,13.3325,14.235
2015-12-30,14.235,14.495,12.7825,14.35
2015-12-31,14.35,14.4875,12.9825,13.87
2016-01-01,13.87,14.3475,13.105,14.26
2016-01-04,14.26,17.1025,14.03,16.835
2016-01-05,16.835,16.835,15.5675,16.7025
2016-01-06,16.7025,17.1625,15.6075,16.5525
2016-01-07,16.5525,19.255,16.49,18.96
2016-01-08,18.96,18.96,16.8725,17.7975
2016-01-11,17.7975,19.2025,17.7975,18.69
2016-01-12,18.69,19.1875,17.15,18.7125
2016-01-13,18.7125,19.6625,17.5225,18.3525
2016-01-14,18.3525,19.7875,16.465,18.605
2016-01-15,18.605,19.69,15.6725,19.415
2016-01-18,19.415,20.54,18.1025,20.225
2016-01-19,20.225,20.225,17.93,18.43
2016-01-20,18.43,22.1075,17.1875,20.965
2016-01-21,20.965,21.6925,17.8525,20.8125
2016-01-22,20.8125,20.8125,17.1175,18.82
2016-01-25,18.82,19.1475,17.2125,18.265
2016-01-27,18.265,19.27,17.935,19.0575
2016-01-28,19.0575,19.0575,17.2575,17.9
2016-01-29,17.9,18.8,17.075,17.24
2016-02-01,17.24,18.1725,17.125,17.89
2016-02-02,17.89,18.35,16.4875,18.035
2016-02-03,18.035,18.94,18.015,18.5875
2016-02-04,18.5875,18.6525,17.325,18.2075
2016-02-05,18.2075,18.3275,16.5425,18.115
2016-02-08,18.115,20.4525,17.36,20.2575
2016-02-09,20.2575,22.0325,20.2475,21.7275
2016-02-10,21.7275,23.095,21.435,22.465
2016-02-11,22.465,26.87,22.11,25.965
2016-02-12,25.965,25.97,24.0075,24.6725
2016-02-15,24.6725,24.6725,21.7975,22.375
2016-02-16,22.375,23.33,17.32,23.04
2016-02-17,23.04,23.805,20.6375,21.8325
2016-02-18,21.8325,22.3,19.79,21.485
2016-02-19,21.485,21.6625,17.6975,20.915
2016-02-22,20.915,21.8625,17.4075,21.02
2016-02-23,21.02,24.64,21.02,23.8375
2016-02-24,23.8375,24.815,22.1275,22.955
2016-02-25,22.955,23.4875,22.1975,22.745
2016-02-26,22.745,23.145,21.19,21.865
2016-02-29,21.865,22.405,19.355,20.1575
2016-03-01,20.1575,20.1575,18.4025,18.6725
2016-03-02,18.6725,19.2,17.495,18.99
2016-03-03,18.99,19.02,17.9075,18.04
2016-03-04,18.04,18.315,17.2,17.8825
2016-03-08,17.8825,18.975,17.41,18.465
2016-03-09,18.465,18.675,17.315,17.505
2016-03-10,17.505,18.24,16.2675,17.895
2016-03-11,17.895,17.895,16.0325,17.0975
2016-03-14,17.0975,17.4,15.585,17.1025
2016-03-15,17.1025,17.84,15.23,17.5975
2016-03-16,17.5975,17.88,14.5975,17.115
2016-03-17,17.115,17.275,15.5575,16.84
2016-03-18,16.84,16.8675,14.9,16.3825
2016-03-21,16.3825,17.11,14.8325,16.3325
2016-03-22,16.3325,16.8625,13.695,16.43
2016-03-23,16.43,16.87,13.9475,16.345
2016-03-28,16.345,18.57,15.1825,17.485
2016-03-29,17.485,18.04,16.805,17.6375
2016-03-30,17.6375,17.6375,16.57,16.8075
2016-03-31,16.8075,16.885,15.4975,16.5825
2016-04-01,16.5825,17.895,16.2925,17.2775
2016-04-04,17.2775,18.1675,16.23,17.45
2016-04-05,17.45,18.0625,16.885,17.83
2016-04-06,17.83,17.9225,16.125,17.345
2016-04-07,17.345,17.4225,16.335,16.935
2016-04-08,16.935,16.935,15.1975,16.4325
2016-04-11,16.4325,16.79,14.88,16.0125
2016-04-12,16.0125,16.3025,14.6525,16.025
2016-04-13,16.025,16.12,13.55,16.035
2016-04-18,16.035,17.4175,14.14,16.9475
2016-04-20,16.9475,17.52,15.4325,17.075
2016-04-21,17.075,17.075,15.6375,16.5125
2016-04-22,16.5125,16.8575,15.335,16.38
2016-04-25,16.38,17.03,16.1275,16.5725
2016-04-26,16.5725,16.8175,15.6425,16.58
2016-04-27,16.58,16.79,16.2275,16.3525
2016-04-28,16.3525,16.77,15.3075,16.5975
2016-04-29,16.5975,17.24,15.63,16.5375
2016-05-02,16.5375,17.655,16.5375,17.0925
2016-05-03,17.0925,18.0825,15.605,17.4625
2016-05-04,17.4625,17.7825,16.2675,17.445
2016-05-05,17.445,17.48,15.7275,17.17
2016-05-06,17.17,17.5025,16.055,16.9475
2016-05-09,16.9475,16.9475,15.2175,16.6125
2016-05-10,16.6125,17.185,15.0225,16.415
2016-05-11,16.415,17.4625,15.5375,16.9625
2016-05-12,16.9625,17.1675,15.96,16.3275
2016-05-13,16.3275,17.3675,14.195,16.9975
2016-05-16,16.9975,17.77,16.1675,17.0325
2016-05-17,17.0325,17.0325,15.735,16.3725
2016-05-18,16.3725,16.97,15.99,16.455
2016-05-19,16.455,17.4175,15.4175,17.0625
2016-05-20,17.0625,17.0625,14.9825,16.425
2016-05-23,16.425,16.5525,15.1825,16.16
2016-05-24,16.16,16.8875,15.6875,16.22
2016-05-25,16.22,16.22,14.5475,15.52
2016-05-26,15.52,15.52,14.4675,15.325
2016-05-27,15.325,15.8575,14.9375,15.26
2016-05-30,15.26,16.4425,14.77,15.975
2016-05-31,15.975,16.3625,14.3025,16.045
2016-06-01,16.045,16.0975,14.72,15.835
2016-06-02,15.835,15.9375,14.96,15.0875
2016-06-03,15.0875,15.3925,14.0475,14.995
2016-06-06,14.995,15.535,14.1175,15.355
2016-06-07,15.355,15.355,14.4025,14.87
2016-06-08,14.87,15.2875,13.315,15.1425
2016-06-09,15.1425,15.8325,13.975,15.6725
2016-06-10,15.6725,16.27,14.5525,15.97
2016-06-13,15.97,17.0775,15.6575,16.5825
2016-06-14,16.5825,17.5375,14.91,17.19
2016-06-15,17.19,17.63,15.42,17.055
2016-06-16,17.055,18.4625,15.775,17.6975
2016-06-17,17.6975,17.8975,16.04,17.35
2016-06-20,17.35,18.45,16.29,17.5175
2016-06-21,17.5175,17.705,16.39,17.26
2016-06-22,17.26,18.3125,16.22,18.185
2016-06-23,18.185,18.8275,16.9925,18.02
2016-06-24,18.02,21.05,16.1525,18.6275
2016-06-27,18.6275,19.73,18.3825,18.53
2016-06-28,18.53,18.81,17.445,17.725
2016-06-29,17.725,17.725,15.905,16.155
2016-06-30,16.155,16.41,14.655,16.29
2016-07-01,16.29,16.3575,15.6525,15.7375
2016-07-04,15.7375,15.965,15.15,15.5775
2016-07-05,15.5775,15.7,14.8325,15.3625
2016-07-07,15.3625,15.58,14.285,15.3075
2016-07-08,15.3075,15.805,13.9125,15.0825
2016-07-11,15.0825,15.0825,13.7575,14.8475
2016-07-12,14.8475,15.03,13.815,14.7825
2016-07-13,14.7825,15.405,13.865,15.325
2016-07-14,15.325,15.9225,14.16,15.61
2016-07-15,15.61,16.3225,13.92,15.6375
2016-07-18,15.6375,16.2025,14.1075,15.9875
2016-07-19,15.9875,16.23,13.92,15.795
2016-07-20,15.795,16.2125,14.1375,15.99
2016-07-21,15.99,16.1125,14.0275,15.7125
2016-07-22,15.7125,15.955,14.4425,15.4975
2016-07-25,15.4975,16.1125,13.5225,15.7175
2016-07-26,15.7175,16.1475,13.945,15.62
2016-07-27,15.62,15.67,14.47,15.4275
2016-07-28,15.4275,15.535,12.5925,15.1475
2016-07-29,15.1475,15.23,14.1525,14.9175
2016-08-01,14.9175,15.4775,14.36,15.18
2016-08-02,15.18,15.7925,13.955,15.6925
2016-08-03,15.6925,16.445,14.295,16.2375
2016-08-04,16.2375,16.2375,14.1025,15.14
2016-08-05,15.14,15.14,13.6175,14.3525
2016-08-08,14.3525,14.8225,13.1125,14.5875
2016-08-09,14.5875,14.96,12.35,14.5375
2016-08-10,14.5375,15.25,12.7125,14.9225
2016-08-11,14.9225,14.9225,13.1725,14.2125
2016-08-12,14.2125,14.2125,12.3725,13.77
2016-08-16,13.77,14.6375,13.14,14.1825
2016-08-17,14.1825,14.905,12.7125,14.78
2016-08-18,14.78,14.78,12.91,14.55
2016-08-19,14.55,14.905,12.105,14.5375
2016-08-22,14.5375,15.005,13.27,14.235
2016-08-23,14.235,14.62,13.06,13.8975
2016-08-24,13.8975,14.035,12.39,13.4875
2016-08-25,13.4875,13.6125,10.9275,13.285
2016-08-26,13.285,14.205,12.35,13.57
2016-08-29,13.57,14.005,12.9375,13.165
2016-08-30,13.165,13.165,12.2925,13.02
2016-08-31,13.02,13.5425,12.245,13.2425
2016-09-01,13.2425,13.68,12.5375,13.34
2016-09-02,13.34,13.445,12.6375,12.94
2016-09-06,12.94,13.18,12.3525,12.75
2016-09-07,12.75,13.355,11.9475,13.145
2016-09-08,13.145,13.2325,12.045,13.115
2016-09-09,13.115,13.4525,12.635,13.23
2016-09-12,13.23,15.34,12.7,15.24
2016-09-14,15.24,15.52,14.2,14.7625
2016-09-15,14.7625,15.08,13.44,14.6775
2016-09-16,14.6775,14.95,13.425,14.58
2016-09-19,14.58,15.2025,13.6425,14.94
2016-09-20,14.94,15.15,13.77,14.78
2016-09-21,14.78,14.9525,13.1675,14.805
2016-09-22,14.805,14.805,12.5925,13.34
2016-09-23,13.34,13.59,12.03,13.2475
2016-09-26,13.2475,14.785,12.8125,14.565
2016-09-27,14.565,14.565,13.7725,14.25
2016-09-28,14.25,14.3525,13.4925,13.8475
2016-09-29,13.8475,19.125,13.1525,18.45
2016-09-30,18.45,18.8475,16.8275,17.18
2016-10-03,17.18,17.18,15.51,15.62
2016-10-04,15.62,15.715,14.8125,14.9925
2016-10-05,14.9925,15.145,13.905,14.925
2016-10-06,14.925,15.1225,14.3275,14.835
2016-10-07,14.835,14.97,13.78,14.485
2016-10-10,14.485,14.565,13.27,14.285
2016-10-13,14.285,16.0075,14.285,15.425
2016-10-14,15.425,15.425,14.3325,14.8875
2016-10-17,14.8875,16.05,14.3475,15.655
2016-10-18,15.655,15.655,14.3,14.5375
2016-10-19,14.5375,14.9475,13.1525,14.6125
2016-10-20,14.6125,14.6125,12.745,14.165
2016-10-21,14.165,14.35,12.4325,13.83
2016-10-24,13.83,14.4475,13.1,14.3325
2016-10-25,14.3325,14.8125,12.84,14.4825
2016-10-26,14.4825,14.9375,13.6,14.4525
2016-10-27,14.4525,14.82,12.7475,14.085
2016-10-28,14.085,14.88,13.4825,14.6525
2016-10-30,14.6525,15.615,14.4675,15.49
2016-11-01,15.49,15.8875,14.3125,15.735
2016-11-02,15.735,17.2625,15.1225,16.7975
2016-11-03,16.7975,16.7975,15.485,16.465
2016-11-04,16.465,17.425,14.6025,16.8475
2016-11-07,16.8475,16.8475,14.935,16.5075
2016-11-08,16.5075,17.3775,15.0675,16.77
2016-11-09,16.77,22.79,15.84,16.62
2016-11-10,16.62,16.62,14.235,15.4575
2016-11-11,15.4575,17.71,14.1675,17.365
2016-11-15,17.365,20.835,16.455,20.145
2016-11-16,20.145,20.19,16.9025,19.5025
2016-11-17,19.5025,19.5025,17.4375,18.71
2016-11-18,18.71,18.71,15.855,17.805
2016-11-21,17.805,19.765,15.7175,19.0975
2016-11-22,19.0975,20.1325,17.945,18.465
2016-11-23,18.465,23.0925,16.34,18.04
2016-11-24,18.04,18.5825,16.64,17.16
2016-11-25,17.16,18.87,16.87,17.6125
2016-11-28,17.6125,18.6075,16.8175,18.055
2016-11-29,18.055,18.215,16.515,17.7075
2016-11-30,17.7075,17.9925,16.04,16.85
2016-12-01,16.85,16.89,14.335,16.6875
2016-12-02,16.6875,18.19,15.8275,17.9325
2016-12-05,17.9325,18.295,16.92,17.2875
2016-12-06,17.2875,17.355,14.9625,17.105
2016-12-07,17.105,17.11,15.5075,16.845
2016-12-08,16.845,16.845,14.1625,15.525
2016-12-09,15.525,15.6375,14.5325,15.0675
2016-12-12,15.0675,16.3125,14.215,16.1925
2016-12-13,16.1925,16.4825,13.755,15.9225
2016-12-14,15.9225,16.6725,14.43,16.5925
2016-12-15,16.5925,16.5925,15.255,15.655
2016-12-16,15.655,15.655,13.445,15.2525
2016-12-19,15.2525,15.585,13.2525,14.8375
2016-12-20,14.8375,14.9275,13.4025,14.5375
2016-12-21,14.5375,14.8575,13.335,14.705
2016-12-22,14.705,15.7025,12.7625,15.5525
2016-12-23,15.5525,15.78,12.6125,15.1275
2016-12-26,15.1275,16.905,13.435,16.6025
2016-12-27,16.6025,16.7625,14.9475,15.0825
2016-12-28,15.0825,15.6275,14.2625,15.5425
2016-12-29,15.5425,16.0775,14.6575,15.2825
2016-12-30,15.2825,15.575,14.5325,15.465
2017-01-02,15.465,16.375,14.64,15.83
2017-01-03,15.83,16.4175,14.9025,15.9575
2017-01-04,15.9575,16.1,14.8975,15.89
2017-01-05,15.89,15.89,14.4475,15.05
2017-01-06,15.05,15.0875,13.9225,14.9125
2017-01-09,14.9125,15.635,13.82,15.48
2017-01-10,15.48,15.48,14.025,15.195
2017-01-11,15.195,15.195,13.5375,14.8075
2017-01-12,14.8075,14.865,13.4625,14.6125
2017-01-13,14.6125,14.6525,13.375,14.3825
2017-01-16,14.3825,15.25,13.425,15.065
2017-01-17,15.065,15.62,13.98,15.3925
2017-01-18,15.3925,15.3925,13.6125,15.1825
2017-01-19,15.1825,15.2775,14.035,15.02
2017-01-20,15.02,15.8675,13.8525,15.79
2017-01-23,15.79,16.3725,15.5025,15.905
2017-01-24,15.905,15.96,14.3875,15.285
2017-01-25,15.285,15.425,14.41,15.17
2017-01-27,15.17,16.125,14.93,16.005
2017-01-30,16.005,16.8575,15.3925,16.67
2017-01-31,16.67,17.09,15.7125,16.825
2017-02-01,16.825,17.4275,13.8025,13.97
2017-02-02,13.97,13.97,12.64,13.52
2017-02-03,13.52,13.595,11.7825,13.1275
2017-02-06,13.1275,13.6125,11.06,13.3975
2017-02-07,13.3975,13.7225,12.24,13.5075
2017-02-08,13.5075,13.7575,11.435,13.35
2017-02-09,13.35,13.78,11.395,13.235
2017-02-10,13.235,13.3325,11.37,13.1775
2017-02-13,13.1775,13.76,11.57,13.6925
2017-02-14,13.6925,14.01,12.0975,13.8025
2017-02-15,13.8025,14.46,11.7275,14.2125
2017-02-16,14.2125,14.2125,11.4375,13.73
2017-02-17,13.73,13.7725,12.4675,13.4325
2017-02-20,13.4325,13.8475,12.4125,13.61
2017-02-21,13.61,14.2825,11.8925,13.525
2017-02-22,13.525,14.0425,12.7225,13.7
2017-02-23,13.7,13.96,12.915,13.4
2017-02-27,13.4,14.2725,13.4,13.675
2017-02-28,13.675,14.025,13.1675,13.7925
2017-03-01,13.7925,13.7975,13.2075,13.575
2017-03-02,13.575,13.615,13.03,13.3625
2017-03-03,13.3625,13.6025,12.5675,13.3525
2017-03-06,13.3525,13.725,12.81,13.64
2017-03-07,13.64,14.0075,13.09,13.875
2017-03-08,13.875,14.2875,12.6875,14.075
2017-03-09,14.075,14.7825,12.6025,14.39
2017-03-10,14.39,14.39,13.575,13.9575
2017-03-14,13.9575,13.9575,11.085,12.4
2017-03-15,12.4,12.5325,11.2025,12.4225
2017-03-16,12.4225,12.4225,11.3425,11.91
2017-03-17,11.91,12.1125,10.3875,11.8525
2017-03-20,11.8525,12.31,11.44,12.0175
2017-03-21,12.0175,12.155,11.0325,11.9425
2017-03-22,11.9425,12.3575,11.5825,12.27
2017-03-23,12.27,12.27,11.2375,11.835
2017-03-24,11.835,12.1025,10.705,11.9775
2017-03-27,11.9775,12.57,11.3375,12.435
2017-03-28,12.435,12.435,11.46,12.1175
2017-03-29,12.1175,12.24,11.45,12.0875
2017-03-30,12.0875,12.45,11.75,12.15
2017-03-31,12.15,12.5125,11.4875,12.42
2017-04-03,12.42,12.7575,11.41,11.4925
2017-04-05,11.4925,11.8875,10.89,11.55
2017-04-06,11.55,11.7675,11.0325,11.29
2017-04-07,11.29,11.8125,10.305,11.6925
2017-04-10,11.6925,11.9225,11.2425,11.62
2017-04-11,11.62,11.8325,10.2375,11.395
2017-04-12,11.395,12.065,10.79,11.6275
2017-04-13,11.6275,11.7825,10.585,11.5775
2017-04-17,11.5775,12.2125,10.6925,11.8925
2017-04-18,11.8925,12.5925,10.76,12.375
2017-04-19,12.375,12.515,10.745,12.215
2017-04-20,12.215,12.215,10.855,11.56
2017-04-21,11.56,11.735,10.555,11.4225
2017-04-24,11.4225,11.855,10.9675,11.625
2017-04-25,11.625,11.625,10.9725,11.155
2017-04-26,11.155,11.865,9.9175,11.74
2017-04-27,11.74,11.74,10.36,11.07
2017-04-28,11.07,11.07,10.5325,10.86
2017-05-02,10.86,11.8075,10.3525,11.4475
2017-05-03,11.4475,11.66,9.945,11.5275
2017-05-04,11.5275,11.7825,10.605,11.3325
2017-05-05,11.3325,12.16,10.4525,11.9875
2017-05-08,11.9875,11.9875,10.6125,11.665
2017-05-09,11.665,11.665,10.5425,11.1125
2017-05-10,11.1125,11.1125,9.9575,10.9475
2017-05-11,10.9475,11.26,9.8975,10.8375
2017-05-12,10.8375,10.8375,9.465,10.6275
2017-05-15,10.6275,11.14,8.835,10.675
2017-05-16,10.675,11.0225,9.065,10.56
2017-05-17,10.56,10.8075,9.245,10.635
2017-05-18,10.635,12.745,9.8175,11.785
2017-05-19,11.785,11.9,10.3975,11.3025
2017-05-22,11.3025,11.8525,10.2,11.2025
2017-05-23,11.2025,12.765,9.865,12.2025
2017-05-24,12.2025,12.785,10.45,11.83
2017-05-25,11.83,11.92,10.1925,10.4475
2017-05-26,10.4475,11.1875,9.8875,10.8625
2017-05-29,10.8625,11.8775,10.26,11.7875
2017-05-30,11.7875,12.2725,10.8625,11.765
2017-05-31,11.765,12.2475,11.02,11.7625
2017-06-01,11.7625,11.9125,10.6125,11.3075
2017-06-02,11.3075,11.3075,10.3125,10.81
2017-06-05,10.81,11.1425,10.0525,11.015
2017-06-06,11.015,11.32,9.49,11.1325
2017-06-07,11.1325,11.185,10.2225,10.89
2017-06-08,10.89,11.1275,9.5275,11.0675
2017-06-09,11.0675,11.225,10.275,10.8625
2017-06-12,10.8625,11.5025,10.3525,11.4225
2017-06-13,11.4225,11.4625,9.9025,11.34
2017-06-14,11.34,11.5275,10.44,11.18
2017-06-15,11.18,11.43,9.885,11.325
2017-06-16,11.325,11.325,9.7125,10.915
2017-06-19,10.915,10.915,9.7425,10.6275
2017-06-20,10.6275,10.8725,9.82,10.6575
2017-06-21,10.6575,11.055,9.775,10.915
2017-06-22,10.915,11.42,10.07,11.2075
2017-06-23,11.2075,11.78,8.755,11.5575
2017-06-27,11.5575,12.8675,10.93,12.5075
2017-06-28,12.5075,12.755,11.0925,11.99
2017-06-29,11.99,11.99,10.595,11.3825
2017-06-30,11.3825,12.1025,11.0775,11.7325
2017-07-03,11.7325,11.75,10.455,11.2
2017-07-04,11.2,11.645,10.42,11.275
2017-07-05,11.275,11.42,10.45,11.1525
2017-07-06,11.1525,11.175,10.2875,10.9825
2017-07-07,10.9825,11.125,9.615,10.8675
2017-07-10,10.8675,11.0925,9.57,10.9125
2017-07-11,10.9125,11.0775,9.8975,10.89
2017-07-12,10.89,11.3,9.6725,11.0525
2017-07-13,11.0525,11.395,9.86,11.2475
2017-07-14,11.2475,11.4775,10.065,11.1725
2017-07-17,11.1725,11.5675,10.48,11.4575
2017-07-18,11.4575,11.79,10.285,11.49
2017-07-19,11.49,11.685,9.0775,11.255
2017-07-20,11.255,11.5675,10.37,11.315
2017-07-21,11.315,11.715,9.0075,11.085
2017-07-24,11.085,11.795,10.3575,11.3125
2017-07-25,11.3125,11.5125,10.235,10.9125
2017-07-26,10.9125,11.775,10.9075,11.17
2017-07-27,11.17,11.915,10.81,11.2175
2017-07-28,11.2175,12.015,10.9825,11.1375
2017-07-31,11.1375,12.0325,11.1375,11.9
